FEATURE,WEIGHT0
DURATION_BF_BASELINE,0.008265616975348698
SMOKING,0.017358660013011316
MIN_BMI,0.0007004588349320269
MAX_BMI,0.0025702643424256005
MEDIAN_BMI,0.0005784557026322507
MEAN_BMI,0.0
STD_BMI,0.0025425941098415655
BMI_MEASURE_COUNTS,0.0014584645977370153
MIN_SYSTOLIC,0.001870062160224265
MAX_SYSTOLIC,0.004029328160360176
MEDIAN_SYSTOLIC,0.0026532918120038573
MEAN_SYSTOLIC,0.0024700678570166133
STD_SYSTOLIC,0.0018853549288816967
MIN_DIASTOLIC,0.0001431279177899561
MAX_DIASTOLIC,0.00040311925664205343
MEDIAN_DIASTOLIC,0.0005995437027927041
MEAN_DIASTOLIC,0.0010389359350616823
STD_DIASTOLIC,0.0011835282477445272
SYSTOLIC_MEASURE_COUNTS,0.0
"('%SAT', 'MAX_VALUE')",0.000564464726923628
"('%SAT', 'MEAN_VALUE')",0.0006622766461845644
"('%SAT', 'MEASURE_COUNTS')",0.0
"('%SAT', 'MEDIAN_VALUE')",0.0
"('%SAT', 'MIN_VALUE')",0.0004828297208949183
"('%SAT', 'STD_VALUE')",0.0
"('125DHy', 'MAX_VALUE')",0.00012189535814780929
"('125DHy', 'MEAN_VALUE')",0.00040346157844610035
"('125DHy', 'MEASURE_COUNTS')",0.0
"('125DHy', 'MEDIAN_VALUE')",0.0002219613798898523
"('125DHy', 'MIN_VALUE')",0.0
"('125DHy', 'STD_VALUE')",0.0
"('25DTot', 'MAX_VALUE')",9.461770653475509e-05
"('25DTot', 'MEAN_VALUE')",0.001013184600365496
"('25DTot', 'MEASURE_COUNTS')",0.0
"('25DTot', 'MEDIAN_VALUE')",0.0004894619374787243
"('25DTot', 'MIN_VALUE')",0.0004249753086377733
"('25DTot', 'STD_VALUE')",0.0
"('25HyD2', 'MAX_VALUE')",0.00021086276556328388
"('25HyD2', 'MEAN_VALUE')",0.0008182082919243579
"('25HyD2', 'MEASURE_COUNTS')",0.0
"('25HyD2', 'MEDIAN_VALUE')",2.147792117458466e-07
"('25HyD2', 'MIN_VALUE')",0.0003245488687125986
"('25HyD2', 'STD_VALUE')",0.0
"('25HyD3', 'MAX_VALUE')",0.0
"('25HyD3', 'MEAN_VALUE')",0.00019171333765075093
"('25HyD3', 'MEASURE_COUNTS')",0.0
"('25HyD3', 'MEDIAN_VALUE')",0.00019829124565664554
"('25HyD3', 'MIN_VALUE')",0.0005547381961287027
"('25HyD3', 'STD_VALUE')",0.0
"('A-1Gg/', 'MAX_VALUE')",0.0
"('A-1Gg/', 'MEAN_VALUE')",0.0
"('A-1Gg/', 'MEASURE_COUNTS')",0.0
"('A-1Gg/', 'MEDIAN_VALUE')",0.0
"('A-1Gg/', 'MIN_VALUE')",0.0
"('A-1Gg/', 'STD_VALUE')",0.0009336691990479566
"('A-2Gg/', 'MAX_VALUE')",0.0
"('A-2Gg/', 'MEAN_VALUE')",0.000248240117095331
"('A-2Gg/', 'MEASURE_COUNTS')",0.0
"('A-2Gg/', 'MEDIAN_VALUE')",0.0
"('A-2Gg/', 'MIN_VALUE')",0.0
"('A-2Gg/', 'STD_VALUE')",0.0
"('AFPTum', 'MAX_VALUE')",0.0004093548706460608
"('AFPTum', 'MEAN_VALUE')",0.0
"('AFPTum', 'MEASURE_COUNTS')",2.2373350411523288e-05
"('AFPTum', 'MEDIAN_VALUE')",0.0
"('AFPTum', 'MIN_VALUE')",0.0
"('AFPTum', 'STD_VALUE')",0.00043053966204103795
"('AN-GAP', 'MAX_VALUE')",0.0018494531628479
"('AN-GAP', 'MEAN_VALUE')",0.0033975343944121915
"('AN-GAP', 'MEASURE_COUNTS')",0.0
"('AN-GAP', 'MEDIAN_VALUE')",0.0
"('AN-GAP', 'MIN_VALUE')",0.00027628930924952896
"('AN-GAP', 'STD_VALUE')",0.0015882219599262857
"('AThyP', 'MAX_VALUE')",0.0
"('AThyP', 'MEAN_VALUE')",0.000163409439988301
"('AThyP', 'MEASURE_COUNTS')",0.0009058799977593453
"('AThyP', 'MEDIAN_VALUE')",0.00038964085732910177
"('AThyP', 'MIN_VALUE')",0.0003799427347627248
"('AThyP', 'STD_VALUE')",0.0
"('Alb', 'MAX_VALUE')",0.0049679402877931935
"('Alb', 'MEAN_VALUE')",0.0015242178369793149
"('Alb', 'MEASURE_COUNTS')",0.00042398057236066203
"('Alb', 'MEDIAN_VALUE')",0.0003261950969094486
"('Alb', 'MIN_VALUE')",0.0005447682019985395
"('Alb', 'STD_VALUE')",0.0011540653967857192
"('AlbCnc', 'MAX_VALUE')",0.0008850246238567103
"('AlbCnc', 'MEAN_VALUE')",0.000479660021077822
"('AlbCnc', 'MEASURE_COUNTS')",0.0
"('AlbCnc', 'MEDIAN_VALUE')",0.0
"('AlbCnc', 'MIN_VALUE')",0.0005955642499268285
"('AlbCnc', 'STD_VALUE')",5.576851005658289e-07
"('AlbCre', 'MAX_VALUE')",0.00123836590584136
"('AlbCre', 'MEAN_VALUE')",1.9056629183815137e-05
"('AlbCre', 'MEASURE_COUNTS')",0.0
"('AlbCre', 'MEDIAN_VALUE')",0.0
"('AlbCre', 'MIN_VALUE')",0.0006446632909991664
"('AlbCre', 'STD_VALUE')",0.0010537155499680448
"('Album', 'MAX_VALUE')",0.0
"('Album', 'MEAN_VALUE')",0.0
"('Album', 'MEASURE_COUNTS')",0.0
"('Album', 'MEDIAN_VALUE')",0.0002252799345536342
"('Album', 'MIN_VALUE')",0.0
"('Album', 'STD_VALUE')",0.0
"('AlkP', 'MAX_VALUE')",0.0002980705160936187
"('AlkP', 'MEAN_VALUE')",0.002240751049150879
"('AlkP', 'MEASURE_COUNTS')",0.0
"('AlkP', 'MEDIAN_VALUE')",0.00152631607292049
"('AlkP', 'MIN_VALUE')",0.0017324452410598817
"('AlkP', 'STD_VALUE')",0.001460874295224774
"('Amyl', 'MAX_VALUE')",0.0005166601971721362
"('Amyl', 'MEAN_VALUE')",9.131679939106873e-07
"('Amyl', 'MEASURE_COUNTS')",0.0
"('Amyl', 'MEDIAN_VALUE')",1.1774195511376037e-06
"('Amyl', 'MIN_VALUE')",0.0002492845214827199
"('Amyl', 'STD_VALUE')",0.0
"('AntDNA', 'MAX_VALUE')",0.0
"('AntDNA', 'MEAN_VALUE')",0.000793767651385622
"('AntDNA', 'MEASURE_COUNTS')",0.0
"('AntDNA', 'MEDIAN_VALUE')",0.0
"('AntDNA', 'MIN_VALUE')",0.0012936176252116832
"('AntDNA', 'STD_VALUE')",0.000360653337420463
"('AtyLym', 'MAX_VALUE')",0.0004406035797385267
"('AtyLym', 'MEAN_VALUE')",0.0007198676807140417
"('AtyLym', 'MEASURE_COUNTS')",1.1120715571538162e-05
"('AtyLym', 'MEDIAN_VALUE')",2.4634841234422252e-05
"('AtyLym', 'MIN_VALUE')",0.0
"('AtyLym', 'STD_VALUE')",7.71706376872909e-06
"('BASOA', 'MAX_VALUE')",0.00018456210348331985
